ID,Body,Question,Equation,Answer,Type,question_concat
chal-529,"Jack received 3 emails in the afternoon, 6 emails in the morning and some more in the evening. If he received a total of 10 emails in the day",How many emails did jack receive in the evening?,( 10.0 - ( 6.0 + 3.0 ) ),1,Subtraction,"Jack received 3 emails in the afternoon, 6 emails in the morning and some more in the evening. If he received a total of 10 emails in the day How many emails did jack receive in the evening?"
chal-35,"Jack received 6 emails in the morning, 3 emails in the afternoon and some more in the evening. If he received a total of 10 emails in the day",How many emails did Jack receive in the afternoon?,( 10.0 - ( 6.0 + 3.0 ) ),1,Subtraction,"Jack received 6 emails in the morning, 3 emails in the afternoon and some more in the evening. If he received a total of 10 emails in the day How many emails did Jack receive in the afternoon?"
chal-929,They decided to hold the party in their backyard. They have 10 sets of tables and each set has 6 chairs. If there are 11 people sitting on chairs,How many chairs are left unoccupied?,( ( 10.0 * 6.0 ) - 11.0 ),49,Subtraction,They decided to hold the party in their backyard. They have 10 sets of tables and each set has 6 chairs. If there are 11 people sitting on chairs How many chairs are left unoccupied?
chal-399,Marco and his dad went strawberry picking. Together their strawberries weighed 35 pounds. Marco's strawberries weighed 13 pounds.,How much more did his dad's strawberries weigh than his?,( ( 35.0 - 13.0 ) - 13.0 ),9,Subtraction,Marco and his dad went strawberry picking. Together their strawberries weighed 35 pounds. Marco's strawberries weighed 13 pounds. How much more did his dad's strawberries weigh than his?
chal-608,Baker made 126 cakes and 48 pastries. If he sold 115 cakes and 81 pastries,How many more cakes than pastries did baker make?,( 126.0 - 48.0 ),78,Subtraction,Baker made 126 cakes and 48 pastries. If he sold 115 cakes and 81 pastries How many more cakes than pastries did baker make?
chal-299,"Julia played tag with 17 kids on monday, 15 kids on tuesday and 2 kids on wednesday.",How many kids did she play with altogether?,( ( 17.0 + 15.0 ) + 2.0 ),34,Addition,"Julia played tag with 17 kids on monday, 15 kids on tuesday and 2 kids on wednesday. How many kids did she play with altogether?"
chal-849,"After a typhoon, 2 trees in Haley's backyard died. If she had grown 11 trees initially",How many more trees survived the typhoon than those that died?,( ( 11.0 - 2.0 ) - 2.0 ),7,Subtraction,"After a typhoon, 2 trees in Haley's backyard died. If she had grown 11 trees initially How many more trees survived the typhoon than those that died?"
chal-669,Baker made 54 cakes and 143 pastries. If he sold 68 cakes and 92 pastries,How many more pastries than cakes did baker sell?,( 92.0 - 68.0 ),24,Subtraction,Baker made 54 cakes and 143 pastries. If he sold 68 cakes and 92 pastries How many more pastries than cakes did baker sell?
chal-283,13 campers went rowing and 59 campers went hiking in the morning. 21 campers went rowing in the afternoon.,How many campers went rowing in all?,( 13.0 + 21.0 ),34,Addition,13 campers went rowing and 59 campers went hiking in the morning. 21 campers went rowing in the afternoon. How many campers went rowing in all?
chal-940,There were 5 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 12 roses and 2 orchids in the vase.,How many more roses than orchids are there in the vase now?,( 12.0 - 2.0 ),10,Subtraction,There were 5 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 12 roses and 2 orchids in the vase. How many more roses than orchids are there in the vase now?
chal-945,With 28 dollars 2 packs of dvds can be bought.,How much does each pack cost?,( 28.0 / 2.0 ),14,Common-Division,With 28 dollars 2 packs of dvds can be bought. How much does each pack cost?
chal-607,Every day Ryan spends 4 hours on learning english and 6 hours on learning chinese. If he learns for 86 days,How many hours does he spend on learning english and chinese each day?,( 4.0 + 6.0 ),10,Addition,Every day Ryan spends 4 hours on learning english and 6 hours on learning chinese. If he learns for 86 days How many hours does he spend on learning english and chinese each day?
chal-960,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 94 of the pickers that they fill 90 drums of grapes in 6 days.",How many drums of grapes would be filled per day?,( 90.0 / 6.0 ),15,Common-Division,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 94 of the pickers that they fill 90 drums of grapes in 6 days. How many drums of grapes would be filled per day?"
chal-935,Bryan took a look at his books and magazines. If he has 27 books and 80 magazines in each of his 23 bookshelves,How many books does he have in total?,( 27.0 * 23.0 ),621,Multiplication,Bryan took a look at his books and magazines. If he has 27 books and 80 magazines in each of his 23 bookshelves How many books does he have in total?
chal-732,Allan and Jake brought 3 balloons to the park. If Allan brought 2 balloons,How many balloons did Jake bring to the park?,( 3.0 - 2.0 ),1,Subtraction,Allan and Jake brought 3 balloons to the park. If Allan brought 2 balloons How many balloons did Jake bring to the park?
chal-288,"Jack received 9 emails in the morning, 10 emails in the afternoon and 7 emails in the evening.",How many more emails did Jack receive in the morning than in the evening?,( 9.0 - 7.0 ),2,Subtraction,"Jack received 9 emails in the morning, 10 emails in the afternoon and 7 emails in the evening. How many more emails did Jack receive in the morning than in the evening?"
chal-528,Luke played a trivia game and scored 154 points. If he gained the 11 points in each round,How many rounds did he play?,( 154.0 / 11.0 ),14,Common-Division,Luke played a trivia game and scored 154 points. If he gained the 11 points in each round How many rounds did he play?
chal-808,Matthew gave equal numbers of crackers and cakes to his 4 friends. If he had 32 crackers and 98 cakes initially,How many crackers did each person eat?,( 32.0 / 4.0 ),8,Common-Division,Matthew gave equal numbers of crackers and cakes to his 4 friends. If he had 32 crackers and 98 cakes initially How many crackers did each person eat?
chal-230,For the walls of the house he would use 4 nails in all to secure large planks of wood. If each plank of wood needs 2 pieces of nails to be secured,How many planks does John need for the house wall?,( 4.0 / 2.0 ),2,Common-Division,For the walls of the house he would use 4 nails in all to secure large planks of wood. If each plank of wood needs 2 pieces of nails to be secured How many planks does John need for the house wall?
chal-437,Rachel had to complete 8 pages of math homework. If she had to complete 6 more pages of reading homework than math homework,How many pages of reading homework did she have to complete?,( 8.0 + 6.0 ),14,Addition,Rachel had to complete 8 pages of math homework. If she had to complete 6 more pages of reading homework than math homework How many pages of reading homework did she have to complete?
chal-29,"A grocery store had 49 bottles of regular soda, 40 bottles of diet soda and 6 bottles of lite soda.",How many bottles of regular soda and diet soda did they have altogether?,( 40.0 + 49.0 ),89,Addition,"A grocery store had 49 bottles of regular soda, 40 bottles of diet soda and 6 bottles of lite soda. How many bottles of regular soda and diet soda did they have altogether?"
chal-375,Randy has 37 blocks. He uses 33 blocks to build a tower and 13 blocks to build a house.,How many more blocks did he use to build the tower than he did to build the house?,( 33.0 - 13.0 ),20,Subtraction,Randy has 37 blocks. He uses 33 blocks to build a tower and 13 blocks to build a house. How many more blocks did he use to build the tower than he did to build the house?
chal-820,For 19 weeks of harvest Lewis earns a total of $ 133.,How much money does he earn each week?,( 133.0 / 19.0 ),7,Common-Division,For 19 weeks of harvest Lewis earns a total of $ 133. How much money does he earn each week?
chal-317,Julia played tag with 5 kids on tuesday. She had played tag with 6 kids on monday.,How many more kids did she play with on monday than on tuesday?,( 6.0 - 5.0 ),1,Subtraction,Julia played tag with 5 kids on tuesday. She had played tag with 6 kids on monday. How many more kids did she play with on monday than on tuesday?
chal-561,Every day Ryan spends 6 hours on learning english 7 hours on learning chinese and 3 hours on learning spanish.,"How many hours does he spend on learning english, chinese and spanish in all?",( ( 6.0 + 7.0 ) + 3.0 ),16,Addition,"Every day Ryan spends 6 hours on learning english 7 hours on learning chinese and 3 hours on learning spanish. How many hours does he spend on learning english, chinese and spanish in all?"
chal-242,"A grocery store had 81 bottles of regular soda, 60 bottles of diet soda and 60 bottles of lite soda.",How many more bottles of regular soda did they have than diet soda?,( 81.0 - 60.0 ),21,Subtraction,"A grocery store had 81 bottles of regular soda, 60 bottles of diet soda and 60 bottles of lite soda. How many more bottles of regular soda did they have than diet soda?"
chal-150,There are a total of 16 peaches in a basket. If there are 13 red peaches and some more green peaches in the basket.,How many green peaches are in the basket?,( 16.0 - 13.0 ),3,Subtraction,There are a total of 16 peaches in a basket. If there are 13 red peaches and some more green peaches in the basket. How many green peaches are in the basket?
